ranking,commercial_stage,classificacao,opportunity_score,verification_score,commercial_fit_score,priority_score,cnpj,razao_social,uf,municipio_empresa,orgao_contratante,contrato_id,objeto,valor_original,regime_legal,regime_proven,regime_probable_14133,exact_budget_date,proxy_date,proxy_type,minimum_elapsed_confirmed,temporal_reasoning,calculation_blocked,data_base_status,valor_potencial,teto_teorico,document_request_ready,contact_readiness,human_review_status,claim_readiness,email,telefone,site,argumento_comercial,linguagem_proibida,proxima_acao,sinais_favoraveis,incertezas,documentos_faltantes
7,DIAGNOSTIC_OUTREACH_READY,RESEARCH_REQUIRED,90.0,35.0,56.0,73.75,03928516000199,VERDI SISTEMAS CONSTRUTIVOS LTDA,RS,PORTO ALEGRE,SUPERINTENDÊNCIA DOS SERVIÇOS PENITENCIÁRIOS,17176399000169-2-000036/2024,"Contratação de empresa especializada, em regime de contratação integrada, para Elaboração de projeto básico, projeto executivo e Construção de nova PENITENCIÁRIA ESTADUAL DE CAXIAS DO SUL – PECS II, com capacidade de 1710 vagas, sendo 1488 vagas coletivas + 18 vagas PCD + 56 vagas duplas disciplinares + 88 vagas de alojamento e área construída de 25.335,78 m2.",261891145.31,LEI_14133_2021,True,True,,2024-12-27,data_assinatura,True,Assinatura em 2024-12-27 há 585 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,5135401025,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido. Linguagem adequada ao nível de regime.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
8,DIAGNOSTIC_OUTREACH_READY,RESEARCH_REQUIRED,90.0,35.0,56.0,73.75,03928516000199,VERDI SISTEMAS CONSTRUTIVOS LTDA,RS,PORTO ALEGRE,SUPERINTENDÊNCIA DOS SERVIÇOS PENITENCIÁRIOS,17176399000169-2-000037/2024,"Elaboração de projeto básico, projeto executivo e Construção de nova Penitenciária em Rio Grande",241665761.11,LEI_14133_2021,True,True,,2024-12-27,data_assinatura,True,Assinatura em 2024-12-27 há 585 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,5135401025,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido. Linguagem adequada ao nível de regime.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
206,LIKELY_ADJUSTMENT_OPPORTUNITY,RESEARCH_REQUIRED,90.0,35.0,56.0,65.75,29914632000142,LEONARDO GABRIEL CHIMELLI GHELLER,PR,ALMIRANTE TAMANDARE,PREFEITURA MUNICIPAL DE ALMIRANTE TAMANDARE,76105659000174-2-000163/2025,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAL DE CONSTRUÇÃO PARA MANUTENÇÃO PREVENTIVA E CORRETIVA, PARA OS PRÓPRIOS OU ALUGADOS, PERTENCENTES AO MUNICÍPIO DE ALMIRANTE TAMANDARÉ, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NESTE TERMO DE REFERÊNCIA;",144671987.0,LEI_14133_2021,True,True,,2025-05-27,data_assinatura,True,Assinatura em 2025-05-27 há 434 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
205,LIKELY_ADJUSTMENT_OPPORTUNITY,RESEARCH_REQUIRED,90.0,35.0,56.0,65.75,03430585000178,ENDEAL ENGENHARIA E CONSTRUÇÕES LTDA,PR,SAO JOSE DOS PINHAIS,Fundo Municipal de Saúde,12092636000190-2-000005/2024,"Contratação de empresa para Construção do Hospital Regional de Palhoça, localizado na Avenida Vidal Procópio Lohn, Bairro Nova Palhoça, município de Palhoça/SC, incluindo fornecimento de material e mão de obra, conforme condições e exigências estabelecidas neste instrumento, parte do Programa de Transferência do Governo do Estado de Santa Catarina n° 2024012988, no valor limite de repasse de R$: 9",118876086.76,LEI_14133_2021,True,True,,2024-09-17,data_assinatura,True,Assinatura em 2024-09-17 há 686 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
60,LIKELY_ADJUSTMENT_OPPORTUNITY,RESEARCH_REQUIRED,95.0,35.0,63.0,69.5,61112028000105,CONSORCIO ZANCANARO/DALBA/DUOVIAS,PR,PATO BRANCO,DER - Departamento de Estradas de Rodagem do Estado do Paraná,76669324000189-2-000106/2025,"Contratação Semi Integrada de empresa para elaboração do Projeto Executivo e Execução das obras de implantação do Contorno Noroeste de Pato Branco,  Lote 2, entre as rodovias PR-493 e PRC-158, numa extensão total de 14,34 km",148900000.0,LEI_14133_2021,True,True,,2025-06-12,data_assinatura,True,Assinatura em 2025-06-12 há 418 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como pavimentacao_rodoviaria (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
1,DIAGNOSTIC_OUTREACH_READY,RESEARCH_REQUIRED,97.0,35.0,65.8,79.0,07928501000181,CAMARGO E CAMARGO CONSTRUÇOES E SERVIÇOS LTDA,PR,CURITIBA,DEPARTAMENTO DE ARQUITETURA E ENGENHARIA,76105576000185-2-000036/2024,"EXECUÇÃO DE OBRA DE ENGENHARIA DA ""CONSTRUÇÃO DE EDIFÍCIO EM ALVENARIA DE UNIDADE DE SAÚDE DA FAMÍLIA PROJETO PADRONIZADO PADRÃO 1 PARA O ESTADO DO PARANÁ (UBS PAPANDUVA).",170597772.0,LEI_14133_2021,True,True,,2024-01-08,data_assinatura,True,Assinatura em 2024-01-08 há 939 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,4132051394,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido. Linguagem adequada ao nível de regime.,obra_classificada_conf=0.88 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como edificacoes (conf=0.88) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
4,DIAGNOSTIC_OUTREACH_READY,RESEARCH_REQUIRED,94.0,35.0,61.6,76.75,92779503000125,CASTILHO ENGENHARIA E EMPREENDIMENTOS S/A,PR,CURITIBA,SUP. REG. DO DNIT NO EST.DO RIO GRANDE DO SUL,04892707000100-2-000442/2023,"ELABORAÇÃO DOS PROJETOS E EXECUÇÃO DAS OBRAS E SERVIÇOS EMERGENCIAIS DECORRENTES DA RUPTURA E ESCORREGAMENTO DO TALUDE NA BR-290/RS ENTRE O KM 287,95 E O KM 288,05.",283768106.18,LEI_14133_2021,True,True,,2024-01-04,data_assinatura,True,Assinatura em 2024-01-04 há 943 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,4130253333,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido. Linguagem adequada ao nível de regime.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como obras_infraestrutura (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
3,DIAGNOSTIC_OUTREACH_READY,RESEARCH_REQUIRED,94.0,35.0,61.6,76.75,92779503000125,CASTILHO ENGENHARIA E EMPREENDIMENTOS S/A,PR,CURITIBA,SUP. REG. DO DNIT NO EST.DO RIO GRANDE DO SUL,04892707000100-2-000003/2024,ELABORAÇÃO DOS PROJETOS E EXECUÇÃO DAS OBRAS E SERVIÇOS EMERGENCIAIS DECORRENTES DA RUPTURA DO CORPO ESTRADAL NA BR-290/RS ENTRE O SEGMENTO DO KM 311+800 AO KM 312+200.,208710106.61,LEI_14133_2021,True,True,,2024-01-04,data_assinatura,True,Assinatura em 2024-01-04 há 943 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,4130253333,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido. Linguagem adequada ao nível de regime.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como pavimentacao_rodoviaria (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
475,DIAGNOSTIC_OUTREACH_READY,RESEARCH_REQUIRED,80.0,32.5,46.0,61.88,48430801000113,SAUDE PINHAIS SPE LTDA,PR,PINHAIS,Fundo Municipal de Saúde,95423000000100-2-000001/2022,"CONCORRÊNCIA PÚBLICA PARA CELEBRAÇÃO DE CONTRATO DE PARCERIA PÚBLICO-PRIVADA, NA MODALIDADE CONCESSÃO ADMINISTRATIVA, DESTINADA À CONSTRUÇÃO, EQUIPAGEM E OPERACIONALIZAÇÃO DE SERVIÇOS ""BATA CINZA"" NO NOVO HOSPITAL MUNICIPAL DE PINHAIS/PR.",1204059732.33,LEI_14133_2021,True,True,,2022-12-08,data_assinatura,True,Assinatura em 2022-12-08 há 1335 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,4138910771,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido. Linguagem adequada ao nível de regime.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
12,DIAGNOSTIC_OUTREACH_READY,RESEARCH_REQUIRED,100.0,35.0,55.0,72.5,00472805000138,TRACADO CONSTRUCOES E SERVICOS LTDA,SP,SAO PAULO,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,92883834000100-2-000004/2025,"Contração de empresa para execução dos serviços de elaboração de projetos básico e executivo de engenharia e execução de obras emergenciais de requalificação e reabilitação funcional do pavimento, da drenagem e da sinalização, bem como obras de contenção e melhorias necessárias para reestabelecimento e qualificação viária da rodovia do Lote 11, de acordo com o Termo de Referência e demais condiçõe",183022165.15,LEI_14133_2021,True,True,,2025-01-20,data_assinatura,True,Assinatura em 2025-01-20 há 561 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,5421071000,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido. Linguagem adequada ao nível de regime.,obra_classificada_conf=1.00 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como pavimentacao_rodoviaria (conf=1.00) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
61,LIKELY_ADJUSTMENT_OPPORTUNITY,RESEARCH_REQUIRED,95.0,35.0,63.0,69.5,46733872000160,P WEIRICH OBRAS,PR,CHOPINZINHO,PREFEITURA MUNICIPAL DE NOVA LARANJEIRAS - PR,95587648000112-2-000031/2024,"a execução de obra de pavimentação e recapeamento asfáltico em CBUQ na sede do município, com área de 7.797,70m², conforme Contrato de Repasse Nº 950196/2023 - MCIDADES/CAIXA.",144525188.0,LEI_14133_2021,True,True,,2024-05-07,data_assinatura,True,Assinatura em 2024-05-07 há 819 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como pavimentacao_rodoviaria (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
10,LIKELY_ADJUSTMENT_OPPORTUNITY,RESEARCH_REQUIRED,100.0,35.0,70.0,73.25,90318338000189,SULTEPA CONSTRUCOES E COMERCIO LTDA - EM RECUPERACAO JUDICIA,RS,PORTO ALEGRE,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,92883834000100-2-000028/2025,"Contratação de empresa para a execução dos serviços de elaboração de projetos básico e executivo de engenharia e execução de obras emergenciais de e qualificação e reabilitação funcional do pavimento, da drenagem e da sinalização, bem como obras de contenção e melhorias necessárias para reestabelecimento e qualificação viária - rodovias RSC-453 e ERS-486,trecho:entr.ERS-020(A)(p/ Tainhas)–entr.BRS",139359751.43,LEI_14133_2021,True,True,,2025-05-29,data_assinatura,True,Assinatura em 2025-05-29 há 432 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=1.00 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como pavimentacao_rodoviaria (conf=1.00) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
209,DIAGNOSTIC_OUTREACH_READY,RESEARCH_REQUIRED,85.0,32.5,53.0,65.62,59653926000129,CONSÓRCIO RODOVIA PR-170 - PITANGA A TURVO,PR,MARINGA,DER - Departamento de Estradas de Rodagem do Estado do Paraná,76669324000189-2-000016/2025,"Contratação semi-integrada de empresa para elaboração do projeto executivo e execução das obras de duplicação e restauração da rodovia PR-170/PRC-466, de Pitanga a Turvo, numa extensão de 45,50 km.",514230016.0,LEI_14133_2021,True,True,,2025-03-21,data_assinatura,True,Assinatura em 2025-03-21 há 501 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial condicionado ao regime.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,4421015959,,"Identificamos contrato de obra regido pela Lei 14.133 com interregno anual potencialmente transcorrido. Isso não significa, por si só, existência de valor pendente, mas justifica conferir cláusula, data-base, medições e reajustes aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido. Linguagem adequada ao nível de regime.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_comprovado | interregno_conservador_por_assinatura_gt_12m | Objeto classificado como pavimentacao_rodoviaria (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY] | Regime comprovado: LEI_14133_2021,data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
