ranking,commercial_stage,classificacao,opportunity_score,verification_score,commercial_fit_score,priority_score,cnpj,razao_social,uf,municipio_empresa,orgao_contratante,contrato_id,objeto,valor_original,regime_legal,regime_proven,regime_probable_14133,exact_budget_date,proxy_date,proxy_type,minimum_elapsed_confirmed,temporal_reasoning,calculation_blocked,data_base_status,valor_potencial,teto_teorico,document_request_ready,contact_readiness,human_review_status,claim_readiness,email,telefone,site,argumento_comercial,linguagem_proibida,proxima_acao,sinais_favoraveis,incertezas,documentos_faltantes
25,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,96.0,17.5,74.4,76.13,10249046000100,CONSTRUCOES SCHOROEDER EIRELI    -,SC,BIGUACU,SUP. REG. DO DNIT NO ESTADO DE SANTA CATARINA,04892707000100-2-000445/2023,"TERMO DE CONTRATO, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, QUE FAZEM ENTRE SI O DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES E O CONSÓRCIO  SCHOROEDER-SULCATARINENSE CREMA BR-470, PARA EXECUÇÃO PARA EXECUÇÃO DE SERVIÇOS DO PROJETO CONSTANTE DO PROGRAMA CREMA NA RODOVIA BR-470; TRECHO: ENTR R. FCO. DE PAULA SEARA (NAVEGANTES) - DIV SC/RS (INÍCIO DA PONTE SOBRE O RIO PELOTAS); SUBTR",171072604.27,UNKNOWN,False,True,,2024-01-08,data_assinatura,True,Assinatura em 2024-01-08 há 939 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,4830661853,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.84 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.84) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
633,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,90.0,17.5,56.0,66.13,03928516000199,VERDI SISTEMAS CONSTRUTIVOS LTDA,RS,PORTO ALEGRE,SUPERINTENDÊNCIA DOS SERVIÇOS PENITENCIÁRIOS,17176399000169-2-000037/2024,"Elaboração de projeto básico, projeto executivo e Construção de nova Penitenciária em Rio Grande",241665761.11,UNKNOWN,False,True,,2024-12-27,data_assinatura,True,Assinatura em 2024-12-27 há 585 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,5135401025,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
689,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,100.0,17.5,55.0,64.88,00472805000138,TRACADO CONSTRUCOES E SERVICOS LTDA,SP,SAO PAULO,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,92883834000100-2-000004/2025,"Contração de empresa para execução dos serviços de elaboração de projetos básico e executivo de engenharia e execução de obras emergenciais de requalificação e reabilitação funcional do pavimento, da drenagem e da sinalização, bem como obras de contenção e melhorias necessárias para reestabelecimento e qualificação viária da rodovia do Lote 11, de acordo com o Termo de Referência e demais condiçõe",183022165.15,UNKNOWN,False,True,,2025-01-20,data_assinatura,True,Assinatura em 2025-01-20 há 561 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,5421071000,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=1.00 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=1.00) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
901,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,96.0,17.5,49.4,61.88,00779059000120,CONSTRUTORA LUIZ COSTA,RN,MOSSORO,DER - Departamento de Estradas de Rodagem do Estado do Paraná,76669324000189-2-000019/2025,"Execução das obras de duplicação em pavimento rígido da PR-412 e implantação de vias marginais, entre a ponte sobre o canal em Matinhos e a interseção com a rodovia PR-407 em Pontal do Paraná, numa extensão de 14,28 km.",274500000.0,UNKNOWN,False,True,,2025-03-31,data_assinatura,True,Assinatura em 2025-03-31 há 491 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,8433189500,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.84 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.84) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
902,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,96.0,17.5,49.4,61.88,61002917000110,CONSORCIO CLC/COMOL - NOVA TEBAS/PITANGA,RN,MOSSORO,DER - Departamento de Estradas de Rodagem do Estado do Paraná,76669324000189-2-000114/2025,"Contratação Semi-integrada de empresa para elaboração do Projeto Executivo e execução das obras de ampliação de capacidade e restauração das rodovias PRC-487 e PR-460, da ponte sobre o rio Muquilão, em Nova Tebas, a Pitanga, numa extensão de 51,52 km.",267800000.0,UNKNOWN,False,True,,2025-06-12,data_assinatura,True,Assinatura em 2025-06-12 há 418 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,8433189526,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.84 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.84) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
937,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,95.0,17.5,48.0,61.13,08878462000118,"SETOR MB CONSTRUCOES, SERVICOS E COMERCIO LTDA",RJ,RIO DE JANEIRO,GRUPAMENTO DE APOIO DE CANOAS,00394429000100-2-002018/2023,"CONTRATAÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA, SOB DEMANDA, DE MANUTENÇÃO PREDIAL, COM FORNECIMENTO DE EQUIPAMENTOS, PEÇAS, MATERIAIS E MÃO-DE-OBRA, NA FORMA ESTABELECIDA EM PLANILHAS DE SERVIÇOS E INSUMOS DIVERSOS DESCRITOS NO SISTEMA NACIONAL DE PESQUISA DE CUSTOS E ÍNDICES DA CONSTRUÇÃO CIVIL – SINAPI.",183685323.51,UNKNOWN,False,True,,2023-12-14,data_assinatura,True,Assinatura em 2023-12-14 há 964 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,2126610280,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
1023,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,94.0,17.5,46.6,60.38,19758842000135,LCM CONSTRUCAO E COMERCIO S.A,MG,BELO HORIZONTE,SUP. REG. DO DNIT NO EST.DO RIO GRANDE DO SUL,04892707000100-2-000493/2024,"EXECUÇÃO DOS SERVIÇOS EMERGENCIAIS NA RODOVIA BR-470/RS DO KM 253,5 AO KM 287,3, SOB JURISDIÇÃO DA UNIDADE LOCAL DE PASSO FUNDO/RS.",405546040.48,UNKNOWN,False,True,,2024-10-29,data_assinatura,True,Assinatura em 2024-10-29 há 644 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,3132987050,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
1024,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,94.0,17.5,46.6,60.38,19758842000135,LCM CONSTRUCAO E COMERCIO S.A,MG,BELO HORIZONTE,SUP. REG. DO DNIT NO EST.DO RIO GRANDE DO SUL,04892707000100-2-000550/2024,EXECUÇÃO DOS SERVIÇOS EMERGENCIAIS NA RODOVIA BR-470/RS - KM 178+950 AO KM 191+980 - LOTE 01 (VERANÓPOLIS) - SOB JURISDIÇÃO DA UNIDADE LOCAL DE PASSO FUNDO/RS.,171729639.03,UNKNOWN,False,True,,2024-11-28,data_assinatura,True,Assinatura em 2024-11-28 há 614 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,3132987050,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
1410,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,85.0,15.0,53.0,58.0,59653926000129,CONSÓRCIO RODOVIA PR-170 - PITANGA A TURVO,PR,MARINGA,DER - Departamento de Estradas de Rodagem do Estado do Paraná,76669324000189-2-000016/2025,"Contratação semi-integrada de empresa para elaboração do projeto executivo e execução das obras de duplicação e restauração da rodovia PR-170/PRC-466, de Pitanga a Turvo, numa extensão de 45,50 km.",514230016.0,UNKNOWN,False,True,,2025-03-21,data_assinatura,True,Assinatura em 2025-03-21 há 501 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,4421015959,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
1641,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,80.0,15.0,46.0,54.25,48430801000113,SAUDE PINHAIS SPE LTDA,PR,PINHAIS,Fundo Municipal de Saúde,95423000000100-2-000001/2022,"CONCORRÊNCIA PÚBLICA PARA CELEBRAÇÃO DE CONTRATO DE PARCERIA PÚBLICO-PRIVADA, NA MODALIDADE CONCESSÃO ADMINISTRATIVA, DESTINADA À CONSTRUÇÃO, EQUIPAGEM E OPERACIONALIZAÇÃO DE SERVIÇOS ""BATA CINZA"" NO NOVO HOSPITAL MUNICIPAL DE PINHAIS/PR.",1204059732.33,UNKNOWN,False,True,,2022-12-08,data_assinatura,True,Assinatura em 2022-12-08 há 1335 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,4138910771,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
1754,DIAGNOSTIC_OUTREACH_READY,LEGAL_REGIME_UNKNOWN,84.0,15.0,36.6,48.5,20569802000124,CONSTRUTORA LOSANGO LTDA,MG,BELO HORIZONTE,SUP. REG. DO DNIT NO EST.DO RIO GRANDE DO SUL,04892707000100-2-000293/2025,"EXECUÇÃO DE SERVIÇOS DE MANUTENÇÃO (CONSERVAÇÃO/RECUPERAÇÃO) NAS RODOVIAS BR-101/RS, BR-293/RS, BR-392/RS E BR-116/RS, COM VISTAS A EXECUÇÃO DE PLANO ANUAL DE TRABALHO E ORÇAMENTO - P.A.T.O.",1596187456.5,UNKNOWN,False,True,,2025-05-22,data_assinatura,True,Assinatura em 2025-05-22 há 439 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,high,human_review_pending,claim_blocked,,3130706901,,"Identificamos contratos de obras com interregno anual potencialmente transcorrido. Isso não significa, por si só, que exista valor pendente, mas pode justificar uma conferência técnica da cláusula, da data-base, das medições e dos reajustes já aplicados.","Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Abordagem diagnóstica prudente oferecendo conferência técnica — sem afirmar valor devido.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
