opportunity_key,source,source_ids,official_url,entity_id,orgao_cnpj,orgao_nome,municipio,distancia_km,objeto,categoria,modalidade,valor_estimado,valor_semantica,data_publicacao,data_abertura,data_encerramento,dias_restantes,status_canonico,status_evidence,data_confidence_score,client_fit_score,triage_recommendation,positive_factors,negative_factors,blockers,missing_fields,first_seen_at,last_seen_at,run_id,generated_at,git_sha,seed_sha256,schema_fingerprint
00360305000104-1-000441/2026,pncp,"[""00360305000104-1-000441/2026""]",,extra-95e801d329f50b532095,00360305000104,CAIXA ECONOMICA FEDERAL,SANTA CATARINA,0.0,"PRESTAÇÃO DE SERVIÇOS DE NEGOCIAÇÃO E/OU RENEGOCIAÇÃO DE VALORES DE ALUGUEL EM CONTRATOS DE LOCAÇÃO DE IMÓVEIS DA CAIXA, COM ABRANGÊNCIA NACIONAL",,Concorrência - Eletrônica,4156663.26,valor_total_estimado_informado_pelo_pncp,2026-06-23T20:00:01+00:00,2026-05-27T11:21:37+00:00,2026-07-15T10:00:00+00:00,1,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:52.819938+00:00,2026-07-13T00:07:52.819938+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
00360305000104-1-000442/2026,pncp,"[""00360305000104-1-000442/2026""]",,extra-95e801d329f50b532095,00360305000104,CAIXA ECONOMICA FEDERAL,SANTA CATARINA,0.0,"PRESTAÇÃO DE SERVIÇOS DE SUBSCRIÇÃO DE SOLUÇÃO DE GESTÃO DE QUALIDADE DE SOFTWARE E EXECUÇÃO DE TESTES FUNCIONAIS E NÃO FUNCIONAIS, EM NUVEM, CONTEMPLANDO SUBSCRIÇÃO DE SOFTWARE, SERVIÇOS ESPECIALIZADOS E TREINAMENTO DE EQUIPES, A SER EXECUTADO EM TODO TERRITÓRIO NACIONAL",,Concorrência - Eletrônica,91197614.13,valor_total_estimado_informado_pelo_pncp,2026-06-23T20:00:04+00:00,2026-06-19T13:51:15+00:00,2026-07-15T10:00:00+00:00,1,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:52.819938+00:00,2026-07-13T00:07:52.819938+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82951344000140-1-000090/2026,pncp,"[""82951344000140-1-000090/2026""]",,extra-0903eddee399a117f6ee,82951344000140,SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE (SIE),SANTA CATARINA,0.0,"CONTRATAÇÃO INTEGRADA DE EMPRESA PARA A ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO DE ENGENHARIA E EXECUÇÃO DAS OBRAS DE IMPLANTAÇÃO DA RODOVIA CORREDOR LITORÂNEO NORTE (VIAMAR), TRECHO: ENTRONCAMENTO SC - 414 – ENTRONCAMENTO SC - 486, LOTE 04, COM EXTENSÃO APROXIMADA DE 24,623 KM.",,Concorrência - Eletrônica,2180561964.56,valor_total_estimado_informado_pelo_pncp,2026-06-24T00:00:00+00:00,2026-06-25T00:00:00+00:00,2026-09-21T00:00:00+00:00,69,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:52.819938+00:00,2026-07-13T00:07:52.819938+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102483000162-1-000127/2026,pncp,"[""83102483000162-1-000127/2026""]",,extra-643c00ac54b3e3d36c0a,83102483000162,MUNICIPIO DE MASSARANDUBA,MASSARANDUBA,118.4,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE REFORMA DA EMEF NICOLAU JENSEN, NO MUNICÍPIO DE MASSARANDUBA ESTADO DE SANTA CATARINA",,Concorrência - Eletrônica,37121.94,valor_total_estimado_informado_pelo_pncp,2026-06-24T00:00:00+00:00,2026-06-30T00:00:00+00:00,2026-07-14T00:00:00+00:00,0,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Termos positivos: reforma"", ""Distância no raio: 118.4 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:52.664775+00:00,2026-07-13T00:07:52.664775+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82951351000142-1-000374/2026,pncp,"[""82951351000142-1-000374/2026""]",,extra-354965c7f940daf38718,82951351000142,SECRETARIA DE ESTADO DA ADMINISTRACAO,SANTA CATARINA,0.0,"CONCESSÃO COMUM PARA CONSTRUÇÃO, OPERAÇÃO, MANUTENÇÃO, GESTÃO, EXPLORAÇÃO E EXPANSÃO DE PARTE DA ZONA DE PROCESSAMENTO DE EXPORTAÇÃO (ZPE) DE IMBITUBA",,Concorrência - Presencial,500000.00,valor_total_estimado_informado_pelo_pncp,2026-06-25T00:00:00+00:00,2026-10-29T00:00:00+00:00,2026-10-29T00:00:00+00:00,107,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:52.326166+00:00,2026-07-13T00:07:52.326166+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82508433000117-1-000064/2026,pncp,"[""82508433000117-1-000064/2026""]",,extra-bfb66da400cd22bd868a,82508433000117,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO CASAN,SANTA CATARINA,0.0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE DESOBSTRUÇÃO E LIMPEZA DE REDES COLETORAS, ESTAÇÕES ELEVATÓRIAS E ETE NOS SISTEMAS DE ESGOTO SANITÁRIO DE SÃO JOAQUIM E REGIÃO",,Pregão - Eletrônico,0.00,valor_total_estimado_informado_pelo_pncp,2026-06-25T00:00:00+00:00,2026-06-25T00:00:00+00:00,2026-07-17T00:00:00+00:00,3,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:52.326166+00:00,2026-07-13T00:07:52.326166+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82508433000117-1-000065/2026,pncp,"[""82508433000117-1-000065/2026""]",,extra-bfb66da400cd22bd868a,82508433000117,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO CASAN,SANTA CATARINA,0.0,"CONTRATAÇÃO DE SERVIÇOS DE DESOBSTRUÇÃO E LIMPEZA DE REDES COLETORAS, ELEVATÓRIAS E ESTAÇÕES DE TRATAMENTO DE ESGOTO SANITÁRIO NAS AGÊNCIAS DE CATANDUVAS, TREZE TÍLIAS, SIE PIRATUBA/IPIRA, ERVAL VELHO E DIONISIO CERQUEIRA",,Pregão - Eletrônico,0.00,valor_total_estimado_informado_pelo_pncp,2026-06-26T00:00:00+00:00,2026-06-26T00:00:00+00:00,2026-07-21T00:00:00+00:00,7,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:52.326166+00:00,2026-07-13T00:07:52.326166+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
15126437000305-1-002344/2026,pncp,"[""15126437000305-1-002344/2026""]",,extra-33ff6bab396aa41d69d0,15126437000305,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,SANTA CATARINA,0.0,"Contratação de empresa especializada na Prestação de serviços continuados de apoio às atividades administrativas de carregadores (operadores de carga e descarga), CBO 7832-10, CATSER 15890 - com dedicação de mão de obra exclusiva, visando o atendimento das necessidades do Hospital Universitário Prof. Polydoro Ernani de São Thiago da Universidade Federal de Santa Catarina – HU-UFSC/HU BRASIL, para um período de 12 (doze) meses.",,Pregão - Eletrônico,0.00,valor_total_estimado_informado_pelo_pncp,2026-06-26T00:00:00+00:00,2026-06-26T00:00:00+00:00,2026-07-21T00:00:00+00:00,7,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:52.326166+00:00,2026-07-13T00:07:52.326166+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83279448000113-1-000117/2026,pncp,"[""83279448000113-1-000117/2026""]",,extra-b1aeefe6880c3844d895,83279448000113,SANTA CATARINA TRIBUNAL DE CONTAS,SANTA CATARINA,0.0,"Contratação compartilhada, por meio de sistema de registro de preços, de solução para gestão de acessos privilegiados e senhas de aplicações com suporte e treinamento, para o Tribunal de Contas de Santa Catarina - TCE/SC, e para a Assembleia Legislativa de Santa Catarina - ALESC.",,Pregão - Eletrônico,5850791.40,valor_total_estimado_informado_pelo_pncp,2026-06-26T00:00:00+00:00,2026-06-29T00:00:00+00:00,2026-07-15T00:00:00+00:00,1,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:52.326166+00:00,2026-07-13T00:07:52.326166+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82951351000142-1-000377/2026,pncp,"[""82951351000142-1-000377/2026""]",,extra-354965c7f940daf38718,82951351000142,SECRETARIA DE ESTADO DA ADMINISTRACAO,SANTA CATARINA,0.0,"Contratação de serviços especializados em regulação, auditoria e controle de serviços de assistência médico- hospitalar e serviços atuariais na gestão de benefícios prestados a segurados do Plano SC Saúde para a Secretaria de Estado da Administração.",,Pregão - Eletrônico,54216000.00,valor_total_estimado_informado_pelo_pncp,2026-06-29T00:00:00+00:00,2026-06-30T00:00:00+00:00,2026-07-14T00:00:00+00:00,0,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:51.505235+00:00,2026-07-13T00:07:51.505235+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
00394452000103-1-012308/2026,pncp,"[""00394452000103-1-012308/2026""]",,extra-9aff6bbff963ec247bb5,00394452000103,COMANDO DO EXERCITO,SANTA CATARINA,0.0,"Contratação de serviço de empresa especializada para troca do piso do centro cirúrgico, em beneficio do HGuFl (Hospital de Guarnição de Florianópolis)",,Pregão - Eletrônico,104600.20,valor_total_estimado_informado_pelo_pncp,2026-06-29T00:00:00+00:00,2026-06-30T00:00:00+00:00,2026-07-14T00:00:00+00:00,0,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:51.217049+00:00,2026-07-13T00:07:51.217049+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83878892000155-1-000108/2026,pncp,"[""83878892000155-1-000108/2026""]",,extra-902e715d5842695cd056,83878892000155,CENTRAIS ELETRICAS DE SANTA CATARINA SA,SANTA CATARINA,0.0,"Contratação de empresa para realizar os serviços subaquáticos (mergulho profissional) com profundidade de até 30 metros, para inspeção,
manutenção, limpeza subaquática e demais atividades associadas às estruturas e equipamentos das Usinas Hidrelétricas da Celesc Geração S.A., de acordo com as especificações técnicas, constantes do Termo de Referência (Anexo I), a ser executada sob o regime de empreitada por preço unitário.",,Pregão - Eletrônico,0.00,valor_total_estimado_informado_pelo_pncp,2026-06-29T00:00:00+00:00,2026-07-29T00:00:00+00:00,2026-07-30T00:00:00+00:00,16,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:51.217049+00:00,2026-07-13T00:07:51.217049+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83279448000113-1-000118/2026,pncp,"[""83279448000113-1-000118/2026""]",,extra-b1aeefe6880c3844d895,83279448000113,SANTA CATARINA TRIBUNAL DE CONTAS,SANTA CATARINA,0.0,"Contratação compartilhada, por meio de sistema de registro de preços, de solução para gestão de acessos privilegiados e senhas de aplicações com suporte e treinamento, para o Tribunal de Contas de Santa Catarina - TCE/SC, e para a Assembleia Legislativa de Santa Catarina - ALESC.",,Pregão - Eletrônico,5850791.40,valor_total_estimado_informado_pelo_pncp,2026-06-29T00:00:00+00:00,2026-06-29T00:00:00+00:00,2026-07-15T00:00:00+00:00,1,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:51.217049+00:00,2026-07-13T00:07:51.217049+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82513045000124-1-000011/2026,pncp,"[""82513045000124-1-000011/2026""]",,extra-135085e1c3ccfc49609c,82513045000124,CONSELHO REGIONAL DE MEDICINA VETERINARIA DO ESTADO DE SANTA CATARINA,SANTA CATARINA,0.0,Aquisição de 05 veículos automotores novos para atender às necessidades do Setor de Fiscalização do Conselho Regional de Medicina Veterinária do Estado de Santa Catarina – CRMV-SC,,Pregão - Eletrônico,550000.00,valor_total_estimado_informado_pelo_pncp,2026-06-30T00:00:00+00:00,2026-07-06T00:00:00+00:00,2026-07-16T00:00:00+00:00,2,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:51.217049+00:00,2026-07-13T00:07:51.217049+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83878892000155-1-000109/2026,pncp,"[""83878892000155-1-000109/2026""]",,extra-902e715d5842695cd056,83878892000155,CENTRAIS ELETRICAS DE SANTA CATARINA SA,SANTA CATARINA,0.0,"Contratação de serviços de ginástica laboral aos empregados da Celesc Distribuição S.A., de acordo com as especificações técnicas, constantes do Termo de Referência (Anexo I), a ser executada sob o regime de empreitada por preço global.",,Pregão - Eletrônico,0.00,valor_total_estimado_informado_pelo_pncp,2026-06-30T00:00:00+00:00,2026-07-23T00:00:00+00:00,2026-07-24T00:00:00+00:00,10,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:51.217049+00:00,2026-07-13T00:07:51.217049+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
00509018000113-1-001417/2026,pncp,"[""00509018000113-1-001417/2026""]",,extra-8fbc2b96fb9e7b2e5beb,00509018000113,TRIBUNAL SUPERIOR ELEITORAL,SANTA CATARINA,0.0,Aquisição de impressos para as Eleições de 2026.,,Pregão - Eletrônico,43890.00,valor_total_estimado_informado_pelo_pncp,2026-06-30T00:00:00+00:00,2026-07-06T00:00:00+00:00,2026-07-16T00:00:00+00:00,2,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:51.217049+00:00,2026-07-13T00:07:51.217049+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102251000104-1-000235/2026,pncp,"[""83102251000104-1-000235/2026""]",,extra-fd4fe8ac7dcaeba5d3a2,83102251000104,MUNICIPIO DE POMERODE,POMERODE,113.8,"CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA PARA ELABORAR O LEVANTAMENTO E O PROJETO AS-BUILT E A EXECUÇÃO DA REFORMA NO PORTAL TURÍSTICO NORTE LOCALIZADA NA RUA PRES. COSTA E SILVA, N.º 980, REGA TRÊS, NO MUNICÍPIO DE POMERODE/SC, COMPREENDENDO O FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS E MÃO DE OBRA, EM CONFORMIDADE COM O PROJETO BÁSICO, PLANILHA ORÇAMENTÁRIA QUANTITATIVO, CRONOGRAMA FÍSICO-FINANCEIRO E DEMAIS ANEXOS INTEGRANTES DO EDITAL DE LICITAÇÃO.",,Concorrência - Eletrônica,119020.11,valor_total_estimado_informado_pelo_pncp,2026-06-30T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-07-15T00:00:00+00:00,1,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Termos positivos: reforma"", ""Distância no raio: 113.8 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:51.217049+00:00,2026-07-13T00:07:51.217049+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83256545000190-1-000083/2026,pncp,"[""83256545000190-1-000083/2026""]",,extra-406eb8d2613b1e772dcb,83256545000190,INSTITUTO DO MEIO AMBIENTE DO ESTADO DE SANTA CATARINA,SANTA CATARINA,0.0,"Aquisição de 3 (três) unidades de gancho herpetológico para manejo e captura de serpentes, confeccionado em alumínio resistente, com comprimento aproximado de 100 cm, destinado às atividades de resgate, contenção, remoção e manejo seguro da fauna silvestre no âmbito do Parque Estadual da Serra do Tabuleiro (PAEST).",,Dispensa,0.00,valor_total_estimado_informado_pelo_pncp,2026-07-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-07-14T00:00:00+00:00,0,open,future_deadline,89,20,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 0.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:50.954726+00:00,2026-07-13T00:07:50.954726+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
