official_id,source,url,titulo,objeto,observed_at,label,reason
SC-59620,sc_compras,https://www.sccompras.sc.gov.br/editais/59620,,"Contratação de empresa para execução de reformas no CAV - Laboratório de Patologia Animal, Incinerador, Piscicultura, Avicultura, Execução de Pavimentação em paver para acesso as edificações do CAV - Lages SC com fornecimento de material",2026-07-17T10:47:27Z,,
91573048000144-1-000189/2026,pncp,https://pncp.gov.br/app/editais/91573048000144/2026/189,,"REVISÃO DE 80.000KM DO VEÍCULO SPIN, PLACA JDK 9B18, ANO/MODELO 2024/2025 DA FROTA DA SEMG. DISPENSA Nº151/2026 PROCESSO Nº191/2026",2026-07-26T21:32:42.349959Z,,
94704004000102-1-000056/2026,pncp,https://pncp.gov.br/app/editais/94704004000102/2026/56,,"contratação de empresa especializada, sob o Regime de Execução de EMPREITADA POR PREÇO GLOBAL, compreendendo mão?de?obra e materiais, construção do Centro de Convivência do Idoso do Município de Barra Funda/RS, com área total construída de 245,13m², com recursos próprios e oriundos do Piso Gaúcho Especial – Avançar Mais SUAS",2026-07-26T21:33:07.203223Z,,
SC-59037,sc_compras,https://www.sccompras.sc.gov.br/editais/59037,,"Contratação de serviços de reabilitação  (Fonoaudiologia, Terapia Ocupacional, Psicologia e Fisioterapia) para atendimento de demandas judiciais, para a Secretaria de Estado da Saúde.",2026-07-17T10:46:31Z,,
87572046000163-1-000072/2026,pncp,https://pncp.gov.br/app/editais/87572046000163/2026/72,,"[Portal de Compras Públicas] - Contratação de empresa, por empreitada global, para execução de capeamento asfáltico e reperfilagem e capa em CBQU  na Rua Dante Sesti, Recurso Federal  cfe edital e anexos.",2026-07-26T21:33:05.960780Z,,
CIGA-8479061,ciga,https://diariomunicipal.sc.gov.br/?q=id:8479061,,"EXTRATO TERMO DE HOMOLOGAÇÃO E ADJUDICAÇÃO DO PROCESSO LICITATÓRIO Nº 116/PMT/2026 - CONCORRÊNCIA ELETRÔNICA Nº 009/PMT/2026 — � ESTADO DE SANTA CATARINA PREFEITURA MUNICIPAL DE TIJUCAS Secretaria Municipal de Administração EXTRATO TERMO DE HOMOLOGAÇÃO/ADJUDICAÇÃO DO PROCESSO DE LICITAÇÃO Nº 116/PMT/2026 – CONCORRÊNCIA ELETRÔNICA Nº 009/PMT/2026. CONTRATANTE: MUNICÍPIO DE TIJUCAS, PESSOA JURÍDICA DE DIREITO PÚBLICO INTERNO, ATRAVÉS DA SECRETARIA MUNICIPAL DE OBRAS, TRANSPORTE E SERVIÇOS PÚBLICOS. OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRAS DE INFRAESTRUTURA DE PAVIMENTAÇÃO ASFÁLTICA E DRENAGEM PL",2026-07-26T21:34:23.368145Z,,
CIGA-8471781,ciga,https://diariomunicipal.sc.gov.br/?q=id:8471781,,"COMUNICADO DE REVOGAÇÃO DO CONCORRÊNCIA PÚBLICA Nº 006/2026 — EDITAL DE TOMADA DE PREÇO Nº 005/2001 PREFEITURA DO MUNICIPIO DE MAFRA ESTADO DE SANTA CATARINA DEPARTAMENTO DE LICITAÇÕES COMUNICADO DE REVOGAÇÃO DO CONCORRÊNCIA PÚBLICA Nº 006/2026 O MUNICÍPIO DE MAFRA torna público que encontrasse REVOGADO a CONCORRÊNCIA PÚBLICA cujo objeto é a contratação de empresa especilizada para  execução de pavimentação asfáltica, drenagem pluvial e sinalização viária nas seguintes vias: Rua Antônio Procopiak trecho I e II (bairro jardim América), Rua Fiscal Armando Fe",2026-07-26T21:34:19.890245Z,,
SC-60739,sc_compras,https://www.sccompras.sc.gov.br/editais/60739,,"Contratação de empresa para abastecimento de DIESEL do Grupo Motor Gerador (GMG) do datacenter da UDESC, localizado no Campus I (bairro Itacurubi) em Florianópolis/SC, pelo período de 12 (doze) meses.",2026-07-17T10:49:17Z,,
46634473000141-1-000137/2026,pncp,https://pncp.gov.br/app/editais/46634473000141/2026/137,,CONTRATAÇÃO DE CLÍNICA OU LABORATÓRIO PARA ELABORAÇÃO/ REALIZAÇÃO DE EXAMES NÃO OFERTADOS PELO SISTEMA ÚNICO DE SAÚDE EM ATENDIMENTO AO PACIENTE G.A.P.G - BENEFÍCIO EVENTUAL,2026-07-26T21:32:43.645368Z,,
SC-58404,sc_compras,https://www.sccompras.sc.gov.br/editais/58404,,"Contratação de empresa especializada para fornecimento  de água  potável  e  saneamento  básico para  o  prédio do Escritório  Regional  de Itajaí/SC Rua Rosa Orsi Dalçóquio, nº 800, Cordeiros, Itajaí/SCno Exercício de 2026",2026-07-17T10:45:29Z,,
00394429000100-1-004163/2025,pncp,https://pncp.gov.br/app/editais/00394429000100/2025/4163,,"O presente Termo de Referência tem por objeto a Aquisição de Medicamentos, com a  cessão do equipamento referente ao item 147, em regime de comodato, a serem utilizados  pelo Hospital de Aeronáutica de Belém e demais organizações apoiadas pelo Grupamento  de Apoio de Belém (GAP-BE), conforme condições, quantidades e exigências, estabelecidos  neste instrumento.",2026-07-26T21:32:31.273782Z,,
SC-60344,sc_compras,https://www.sccompras.sc.gov.br/editais/60344,,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EEM TRANSPORTE E MANEJO DE EFLUENTES, INCLUINDO HIDROJATEAMENTO, LIMPEZA, DESOBSTRUÇÃO, COLETA TRATAMENTO E DESTINAÇÃO FINAL DE FOSSAS, TUBULAÇÕES DE ESGOTO, CAIXAS DE GORDURA, FOSSOS, BOCAS DE LOBO E TUBULAÇÕES DE DRENAGEM DE ÁGUAS PLUVIAIS DA ÁREA DO PORTO DE SÃO FRANCISCO DO SUL E DO TERMINAL GRANELEIRO.",2026-07-17T10:48:37Z,,
CIGA-8469095,ciga,https://diariomunicipal.sc.gov.br/?q=id:8469095,,"MOP26CIN207129-FUNDO MUNICIPAL DE SAÚDE DE CATANDUVAS-DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA-PAL000097/2025 - CINCATARINA — � MANIFESTAÇÃO DO ÓRGÃO PARTICIPANTE Nº MOP26CIN207129 ATA DE REGISTRO DE PREÇOS N° ARP26CIN001529    ÓRGÃO GERENCIADOR: CONSÓRCIO INTERFEDERATIVO SANTA CATARINA - CINCATARINA   ÓRGÃO PARTICIPANTE: FUNDO MUNICIPAL DE SAÚDE DE CATANDUVAS   FORNECEDOR: DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA   CNPJ DO FORNECEDOR: 76.386.283/0001-13   OBJETO: MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021   VIGÊNCIA: 26/06/2026 a 12/03/2027   PRAZO DE ENTREGA: EM ATÉ 15 (QUINZE) DIAS, A CONTAR",2026-07-26T21:34:23.961974Z,,
CIGA-8475168,ciga,https://diariomunicipal.sc.gov.br/?q=id:8475168,,"EXTRATO CONTRATO 057/2026/PMBG — � ESTADO DE SANTA CATARINA MUNICÍPIO DE BALNEÁRIO GAIVOTA EXTRATO DE CONTRATO CONTRATO ADMINISTRATIVO Nº 057/2026/PMBG OBJETO: O objeto do presente Contrato é pavimentação com lajota sextavada, drenagem pluvial e meio fio da Rua J - Rua Raul João Batista (entre a 4ª e 5ª avenida), no Bairro Jardim Ultramar, no Município de Balneário Gaivota/SC (extensão total de 421,00m). conforme a portaria conjunta SGG/SEF nº 036/2026 processo SGPE SCC 6861/2026 observadas as especificações técnicas e quantita",2026-07-26T21:34:19.122549Z,,
18666172000164-1-000042/2026,pncp,https://pncp.gov.br/app/editais/18666172000164/2026/42,,"CONTRATAÇÃO DE EMPRESA PARA A PAVIMENTAÇÃO ASFÁLTICA EM CBUQ E SINALIZAÇÃO DE ESTRADA VICINAL LOCALIZADA AO FINAL DA AVENIDA PREFEITO JOSÉ SILVÉRIO - SAÍDA DE SÃO PEDRO DA UNIÃO NO SENTIDO AO BAIRRO FAGUNDES (ZONA RURAL), PELA SECRETARIA DE OBRAS ESERVIÇOS PÚBLICOS DA PREFEITURA MUNICIPAL DE SÃO PEDRO DA UNIÃO/MG, PARTE DO VALOR DESPENDIDO PARA A EXECUÇÃO DA REFERIDA OBRA É PROVENIENTE DE RECURSOS ORIUNDOS DE REPROGRAMAÇÃO DA EMENDA 20213976002, FIRMADO COM O GOVERNO FEDERAL, E OUTRA PARTE DE RECURSO PRÓPRIO.",2026-07-26T21:33:07.203252Z,,
SC-60140,sc_compras,https://www.sccompras.sc.gov.br/editais/60140,,Contratação dos serviços de exames de ressonância magnética para Secretaria de Estado da Saúde.,2026-07-17T10:48:17Z,,
SC-59184,sc_compras,https://www.sccompras.sc.gov.br/editais/59184,,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE RESTAURAÇÃO ESTRUTURAL, REFORÇO, DRENAGEM E IMPERMEABILIZAÇÃO DA MURALHA DO PRESÍDIO REGIONAL DE JOAÇABA, INCLUINDO DEMOLIÇÃO DOS TRECHOS COMPROMETIDOS, RETIRADA DE ENTULHOS E FORNECIMENTO INTEGRAL DE MATERIAIS, MÃO DE OBRA E EQUIPAMENTOS, CONFORME PROJETO EXECUTIVO, NA BR-282, S/N – JOAÇABA/SC.",2026-07-17T10:46:45Z,,
CIGA-8483575,ciga,https://diariomunicipal.sc.gov.br/?q=id:8483575,,"ADITIVO CONTRATO Nº 22/2024 — � EXTRATO DE CONTRATOS e aditivos EMPRESA MUNICIPAL DE ÁGUA E SANEAMENTO DE BALNEÁRIO CAMBORIÚ – EMASA CONTRATO Nº 22/2024 OBJETO: EXECUÇÃO DOS SERVIÇOS COMERCIAIS TÉCNICOS DE CAMPO, RELACIONADOS ÀS LIGAÇÕES DE ÁGUA E ESGOTO DO MUNICÍPIO DE BALNEÁRIO CAMBORIÚ – SC. TIPO DO AJUSTE: QUARTO TERMO ADITIVO MODALIDADE: PREGÃO ELETRÔNICO Nº 04/2024 CONTRATADA: TEC CIVIL CONSTRUÇÕES LTDA ME CNPJ/CPF: 03.315.187/0001-00 VALOR: R$ 1.286.482,32 PRAZO: ATÉ 04 DE OUTUBRO DE 2026 DATA ASSINATURA: 07/02/2026",2026-07-26T21:34:22.094687Z,,
21238738000161-1-000133/2026,pncp,https://pncp.gov.br/app/editais/21238738000161/2026/133,,"A presente Seleção tem por objeto a aquisição de Microcomputadores e monitores, conforme as especificações constantes neste Termo de Referência.",2026-07-26T21:32:26.663789Z,,
CIGA-8505750,ciga,https://diariomunicipal.sc.gov.br/?q=id:8505750,,"PREGÃO Nº 034/2026 — � PREFEITURA MUNICIPAL DE MODELO AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 034/2026 Código TCE: 0B1C37FCA1AB88481AEBDF2DAAF82D4E162CF639 Processo n° 096/2026 . Objeto: O objeto do presente processo licitatório é o REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA(S) ESPECIALIZADA(S) NO FORNECIMENTO DE UNIFORMES PERSONALIZADOS DESTINADOS AOS SERVIDORES E COLABORADORES DOS DIVERSOS DEPARTAMENTOS DA ADMINISTRAÇÃO DO MUNICÍPIO DE MODELO/SC, CONFORME LOTES, QUANTITATIVOS, ESPECIFICAÇÕES",2026-07-26T21:34:18.689992Z,,
27834977000160-1-000044/2026,pncp,https://pncp.gov.br/app/editais/27834977000160/2026/44,,"[Portal de Compras Públicas] - Aquisicao de 60.000 (sessenta mil) copos plasticos personalizados e 60.000 (sessenta mil) selos de aluminio (lacres), destinados a operacao da maquina de envase pertencente ao Servico Autonomo de Agua e Esgoto de Linhares.",2026-07-26T21:32:36.395029Z,,
CIGA-8469103,ciga,https://diariomunicipal.sc.gov.br/?q=id:8469103,,"MOP26CIN207151-VITOR MEIRELES-CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA-PAL000097/2025 - CINCATARINA — � MANIFESTAÇÃO DO ÓRGÃO PARTICIPANTE Nº MOP26CIN207151 ATA DE REGISTRO DE PREÇOS N° ARP26CIN001527    ÓRGÃO GERENCIADOR: CONSÓRCIO INTERFEDERATIVO SANTA CATARINA - CINCATARINA   ÓRGÃO PARTICIPANTE: MUNICÍPIO DE VITOR MEIRELES   FORNECEDOR: CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA   CNPJ DO FORNECEDOR: 03.652.030/0003-32   OBJETO: MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021   VIGÊNCIA: 26/06/2026 a 12/03/2027   PRAZO DE ENTREGA: EM ATÉ 15 (QUINZE) DIAS, A CONTAR",2026-07-26T21:34:23.964217Z,,
CIGA-8470226,ciga,https://diariomunicipal.sc.gov.br/?q=id:8470226,,"EXTRATO DE CONTRATO N° 267/2026/PM — � Contrato Nº : 267/2026 Contratante : MUNICÍPIO DE SANTA ROSA DO SUL Contratada : SUDOESTE CONSTRUÇÕES LTDA Licitação : Concorrência para Obras e Serviços de Engenharia 101/2026 Objeto : REF.: O PRESENTE PROCEDIMENTO LICITATÓRIO TEM POR OBJETIVO SELECIONAR A PROPOSTA MAIS VANTAJOSA PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE OBRAS DE INFRAESTRUTURA E EDIFICAÇÕES, COMPREENDENDO A PAVIMENTAÇÃO ASFÁLTICA E A CONSTRUÇÃO DE PAVILHÕES NO PARQUE INDUSTRIAL, NO MU",2026-07-26T21:34:24.249904Z,,
CIGA-8473794,ciga,https://diariomunicipal.sc.gov.br/?q=id:8473794,,"MOP26CIN207636-SÃO JOÃO DO ITAPERIÚ-DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA-PAL000097/2025 - CINCATARINA — � MANIFESTAÇÃO DO ÓRGÃO PARTICIPANTE Nº MOP26CIN207636 ATA DE REGISTRO DE PREÇOS N° ARP26CIN001529    ÓRGÃO GERENCIADOR: CONSÓRCIO INTERFEDERATIVO SANTA CATARINA - CINCATARINA   ÓRGÃO PARTICIPANTE: MUNICÍPIO DE SÃO JOÃO DO ITAPERIÚ   FORNECEDOR: DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA   CNPJ DO FORNECEDOR: 76.386.283/0001-13   OBJETO: MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021   VIGÊNCIA: 26/06/2026 a 12/03/2027   PRAZO DE ENTREGA: EM ATÉ 15 (QUINZE) DIAS, A CONTAR DA D",2026-07-26T21:34:22.773845Z,,
18094847000148-1-000093/2026,pncp,https://pncp.gov.br/app/editais/18094847000148/2026/93,,"Registro de Preços para futura e eventual contratação de empresa especializada na prestação de serviços de transporte mediante fretamento de ônibus, micro-ônibus e vans, com fornecimento de motorista, combustível, manutenção e demais encargos necessários à execução dos serviços.",2026-07-26T21:32:35.363225Z,,
49502868000189-1-000155/2026,pncp,https://pncp.gov.br/app/editais/49502868000189/2026/155,,"EXECUÇÃO DE PAVIMENTAÇÃO EM PARALELEPÍPEDO NA ZONA RURAL DO MUNICIPIO DE LAGOA DE SÃO FRANCISCO - PI E NA ZONA URBANA DO MUNICIPIO DE PIRIPIRI - PI, TOTALIZANDO 6.708,00 M²",2026-07-26T21:33:10.471007Z,,
